RegionNombre,Semana,Atenciones_Urg
Región de Los Lagos,2024-09-10,7568
Región de Los Lagos,2024-09-17,7391
Región de Los Lagos,2024-09-24,7290
Región de Los Lagos,2024-10-01,6664
Región de Los Lagos,2024-10-08,6949
Región de Los Lagos,2024-10-15,6767
Región de Los Lagos,2024-10-22,6357
Región de Los Lagos,2024-10-29,6464
Región de Los Lagos,2024-11-05,6156
Región de Los Lagos,2024-11-12,6274
Región de Los Lagos,2024-11-19,6865
Región de Los Lagos,2024-11-26,7037
Región de Los Lagos,2024-12-03,7277
Región de Los Lagos,2024-12-10,6535
Región de Los Lagos,2024-12-17,5617
Región de Los Lagos,2024-12-24,4901
Región de Los Lagos,2024-12-31,3751
Región de Los Lagos,2025-01-07,3112
Región de Los Lagos,2025-01-14,2526
Región de Los Lagos,2025-01-21,2205
Región de Los Lagos,2025-01-28,1930
Región de Los Lagos,2025-02-04,1813
Región de Los Lagos,2025-02-11,2029
Región de Los Lagos,2025-02-18,2152
Región de Los Lagos,2025-02-25,2205
Región de Los Lagos,2025-03-04,2548
Región de Los Lagos,2025-03-11,5556
Región de Los Lagos,2025-03-18,6997
Región de Los Lagos,2025-03-25,6199
Región de Los Lagos,2025-04-01,6159
Región de Los Lagos,2025-04-08,6348
Región de Los Lagos,2025-04-15,6739
Región de Los Lagos,2025-04-22,6931
Región de Los Lagos,2025-04-29,7092
Región de Los Lagos,2025-05-06,6866
Región de Los Lagos,2025-05-13,7075
Región de Los Lagos,2025-05-20,6674
Región de Los Lagos,2025-05-27,6513
Región de Los Lagos,2025-06-03,6379
Región de Los Lagos,2025-06-10,6070
Región de Los Lagos,2025-06-17,6131
Región de Los Lagos,2025-06-24,4920
Región de Los Lagos,2025-07-01,4388
Región de Los Lagos,2025-07-08,4206
Región de Los Lagos,2025-07-15,4686
Región de Los Lagos,2025-07-22,5705
Región de Los Lagos,2025-07-29,5631
Región de Los Lagos,2025-08-05,6093
Región de Los Lagos,2025-08-12,6929
Región de Los Lagos,2025-08-19,6987
Región de Los Lagos,2025-08-26,7325
Región de Los Lagos,2025-09-02,7887
Región de Los Lagos,2025-09-09,8057
Región de Los Lagos,2025-09-16,7896
Región de Los Lagos,2025-09-23,8402
Región de Los Lagos,2025-09-30,7889
Región de Los Lagos,2025-10-07,8498
Región de Los Lagos,2025-10-14,8594
Región de Los Lagos,2025-10-21,9253
Región de Los Lagos,2025-10-28,9652
Región de Los Lagos,2025-11-04,9205
Región de Los Lagos,2025-11-11,8115
Región de Los Lagos,2025-11-18,7526
Región de Los Lagos,2025-11-25,6411
Región de Los Lagos,2025-12-02,5690
Región de Los Lagos,2025-12-09,5374
Región de Los Lagos,2025-12-16,4879
Región de Los Lagos,2025-12-23,4717
Región de Los Lagos,2025-12-30,927
Región de Los Ríos,2020-12-29,213
Región de Los Ríos,2021-01-05,430
Región de Los Ríos,2021-01-12,324
Región de Los Ríos,2021-01-19,334
Región de Los Ríos,2021-01-26,253
Región de Los Ríos,2021-02-02,302
Región de Los Ríos,2021-02-09,297
Región de Los Ríos,2021-02-16,381
Región de Los Ríos,2021-02-23,339
Región de Los Ríos,2021-03-02,340
Región de Los Ríos,2021-03-09,305
Región de Los Ríos,2021-03-16,278
Región de Los Ríos,2021-03-23,298
Región de Los Ríos,2021-03-30,297
Región de Los Ríos,2021-04-06,310
Región de Los Ríos,2021-04-13,353
Región de Los Ríos,2021-04-20,325
Región de Los Ríos,2021-04-27,335
Región de Los Ríos,2021-05-04,459
Región de Los Ríos,2021-05-11,499
Región de Los Ríos,2021-05-18,658
Región de Los Ríos,2021-05-25,679
Región de Los Ríos,2021-06-01,591
Región de Los Ríos,2021-06-08,642
Región de Los Ríos,2021-06-15,624
Región de Los Ríos,2021-06-22,581
Región de Los Ríos,2021-06-29,631
Región de Los Ríos,2021-07-06,539
Región de Los Ríos,2021-07-13,494
Región de Los Ríos,2021-07-20,568
Región de Los Ríos,2021-07-27,608
Región de Los Ríos,2021-08-03,634
Región de Los Ríos,2021-08-10,674
Región de Los Ríos,2021-08-17,627
Región de Los Ríos,2021-08-24,649
Región de Los Ríos,2021-08-31,600
Región de Los Ríos,2021-09-07,635
Región de Los Ríos,2021-09-14,601
Región de Los Ríos,2021-09-21,807
Región de Los Ríos,2021-09-28,799
Región de Los Ríos,2021-10-05,770
Región de Los Ríos,2021-10-12,857
Región de Los Ríos,2021-10-19,948
Región de Los Ríos,2021-10-26,894
Región de Los Ríos,2021-11-02,1066
Región de Los Ríos,2021-11-09,1036
Región de Los Ríos,2021-11-16,1168
Región de Los Ríos,2021-11-23,1147
Región de Los Ríos,2021-11-30,1186
Región de Los Ríos,2021-12-07,1103
Región de Los Ríos,2021-12-14,1239
Región de Los Ríos,2021-12-21,1043
Región de Los Ríos,2021-12-28,998
Región de Los Ríos,2022-01-04,1081
Región de Los Ríos,2022-01-11,1025
Región de Los Ríos,2022-01-18,1076
Región de Los Ríos,2022-01-25,985
Región de Los Ríos,2022-02-01,1118
Región de Los Ríos,2022-02-08,1464
Región de Los Ríos,2022-02-15,1048
Región de Los Ríos,2022-02-22,1008
Región de Los Ríos,2022-03-01,1028
Región de Los Ríos,2022-03-08,1438
Región de Los Ríos,2022-03-15,2087
Región de Los Ríos,2022-03-22,2034
Región de Los Ríos,2022-03-29,1807
Región de Los Ríos,2022-04-05,1814
Región de Los Ríos,2022-04-12,1904
Región de Los Ríos,2022-04-19,2375
Región de Los Ríos,2022-04-26,2672
Región de Los Ríos,2022-05-03,3333
Región de Los Ríos,2022-05-10,3573
Región de Los Ríos,2022-05-17,3822
Región de Los Ríos,2022-05-24,3642
Región de Los Ríos,2022-05-31,3807
Región de Los Ríos,2022-06-07,3933
Región de Los Ríos,2022-06-14,3245
Región de Los Ríos,2022-06-21,3831
Región de Los Ríos,2022-06-28,2814
Región de Los Ríos,2022-07-05,2256
Región de Los Ríos,2022-07-12,1882
Región de Los Ríos,2022-07-19,1725
Región de Los Ríos,2022-07-26,1836
Región de Los Ríos,2022-08-02,2822
Región de Los Ríos,2022-08-09,3440
Región de Los Ríos,2022-08-16,3740
Región de Los Ríos,2022-08-23,3345
Región de Los Ríos,2022-08-30,3047
Región de Los Ríos,2022-09-06,2894
Región de Los Ríos,2022-09-13,2263
Región de Los Ríos,2022-09-20,3018
Región de Los Ríos,2022-09-27,2435
Región de Los Ríos,2022-10-04,2734
Región de Los Ríos,2022-10-11,3752
Región de Los Ríos,2022-10-18,4649
Región de Los Ríos,2022-10-25,5023
Región de Los Ríos,2022-11-01,5837
Región de Los Ríos,2022-11-08,4958
Región de Los Ríos,2022-11-15,4383
Región de Los Ríos,2022-11-22,3721
Región de Los Ríos,2022-11-29,3216
Región de Los Ríos,2022-12-06,2656
Región de Los Ríos,2022-12-13,2046
Región de Los Ríos,2022-12-20,1662
Región de Los Ríos,2022-12-27,1686
Región de Los Ríos,2023-01-03,1743
Región de Los Ríos,2023-01-10,1473
Región de Los Ríos,2023-01-17,1162
Región de Los Ríos,2023-01-24,1127
Región de Los Ríos,2023-01-31,1146
Región de Los Ríos,2023-02-07,1220
Región de Los Ríos,2023-02-14,1420
Región de Los Ríos,2023-02-21,1286
Región de Los Ríos,2023-02-28,1535
Región de Los Ríos,2023-03-07,2886
Región de Los Ríos,2023-03-14,4050
Región de Los Ríos,2023-03-21,3498
Región de Los Ríos,2023-03-28,3162
Región de Los Ríos,2023-04-04,2729
Región de Los Ríos,2023-04-11,3034
Región de Los Ríos,2023-04-18,3213
Región de Los Ríos,2023-04-25,3644
Región de Los Ríos,2023-05-02,4463
Región de Los Ríos,2023-05-09,4856
Región de Los Ríos,2023-05-16,5777
Región de Los Ríos,2023-05-23,6058
Región de Los Ríos,2023-05-30,5402
Región de Los Ríos,2023-06-06,4730
Región de Los Ríos,2023-06-13,4108
Región de Los Ríos,2023-06-20,3491
Región de Los Ríos,2023-06-27,2857
Región de Los Ríos,2023-07-04,2295
Región de Los Ríos,2023-07-11,1909
Región de Los Ríos,2023-07-18,1988
Región de Los Ríos,2023-07-25,2289
Región de Los Ríos,2023-08-01,2681
Región de Los Ríos,2023-08-08,3294
Región de Los Ríos,2023-08-15,3719
Región de Los Ríos,2023-08-22,3654
Región de Los Ríos,2023-08-29,4046
Región de Los Ríos,2023-09-05,3903
Región de Los Ríos,2023-09-12,3715
Región de Los Ríos,2023-09-19,4821
Región de Los Ríos,2023-09-26,4250
Región de Los Ríos,2023-10-03,4249
Región de Los Ríos,2023-10-10,4391
Región de Los Ríos,2023-10-17,4375
Región de Los Ríos,2023-10-24,4023
Región de Los Ríos,2023-10-31,3945
Región de Los Ríos,2023-11-07,4207
Región de Los Ríos,2023-11-14,4429
Región de Los Ríos,2023-11-21,4344
Región de Los Ríos,2023-11-28,4046
Región de Los Ríos,2023-12-05,3623
Región de Los Ríos,2023-12-12,3122
Región de Los Ríos,2023-12-19,2721
Región de Los Ríos,2023-12-26,2606
Región de Los Ríos,2024-01-02,2044
Región de Los Ríos,2024-01-09,1722
Región de Los Ríos,2024-01-16,1469
Región de Los Ríos,2024-01-23,1366
Región de Los Ríos,2024-01-30,1277
Región de Los Ríos,2024-02-06,1637
Región de Los Ríos,2024-02-13,1865
Región de Los Ríos,2024-02-20,1971
Región de Los Ríos,2024-02-27,1760
Región de Los Ríos,2024-03-05,2120
Región de Los Ríos,2024-03-12,3056
Región de Los Ríos,2024-03-19,3049
Región de Los Ríos,2024-03-26,2600
Región de Los Ríos,2024-04-02,2419
Región de Los Ríos,2024-04-09,2531
Región de Los Ríos,2024-04-16,2761
Región de Los Ríos,2024-04-23,3137
Región de Los Ríos,2024-04-30,3394
Región de Los Ríos,2024-05-07,4375
Región de Los Ríos,2024-05-14,5660
Región de Los Ríos,2024-05-21,6469
Región de Los Ríos,2024-05-28,5272
Región de Los Ríos,2024-06-04,4330
Región de Los Ríos,2024-06-11,2808
Región de Los Ríos,2024-06-18,2332
Región de Los Ríos,2024-06-25,1761
Región de Los Ríos,2024-07-02,1653
Región de Los Ríos,2024-07-09,1508
Región de Los Ríos,2024-07-16,1915
Región de Los Ríos,2024-07-23,2441
Región de Los Ríos,2024-07-30,3000
Región de Los Ríos,2024-08-06,3399
Región de Los Ríos,2024-08-13,3802
Región de Los Ríos,2024-08-20,4065
Región de Los Ríos,2024-08-27,4054
Región de Los Ríos,2024-09-03,4029
Región de Los Ríos,2024-09-10,3790
Región de Los Ríos,2024-09-17,3677
Región de Los Ríos,2024-09-24,3872
Región de Los Ríos,2024-10-01,3743
Región de Los Ríos,2024-10-08,3830
Región de Los Ríos,2024-10-15,3898
Región de Los Ríos,2024-10-22,3565
Región de Los Ríos,2024-10-29,3345
Región de Los Ríos,2024-11-05,3287
Región de Los Ríos,2024-11-12,3476
Región de Los Ríos,2024-11-19,3842
Región de Los Ríos,2024-11-26,3889
Región de Los Ríos,2024-12-03,4025
Región de Los Ríos,2024-12-10,3681
Región de Los Ríos,2024-12-17,2951
Región de Los Ríos,2024-12-24,2419
Región de Los Ríos,2024-12-31,1914
Región de Los Ríos,2025-01-07,1370
Región de Los Ríos,2025-01-14,1261
Región de Los Ríos,2025-01-21,1249
Región de Los Ríos,2025-01-28,1163
Región de Los Ríos,2025-02-04,1009
Región de Los Ríos,2025-02-11,1207
Región de Los Ríos,2025-02-18,1196
Región de Los Ríos,2025-02-25,1082
Región de Los Ríos,2025-03-04,1370
Región de Los Ríos,2025-03-11,2631
Región de Los Ríos,2025-03-18,3424
Región de Los Ríos,2025-03-25,2941
Región de Los Ríos,2025-04-01,2662
Región de Los Ríos,2025-04-08,2734
Región de Los Ríos,2025-04-15,2756
Región de Los Ríos,2025-04-22,3369
Región de Los Ríos,2025-04-29,3631
Región de Los Ríos,2025-05-06,3916
Región de Los Ríos,2025-05-13,4175
Región de Los Ríos,2025-05-20,3921
Región de Los Ríos,2025-05-27,3881
Región de Los Ríos,2025-06-03,3596
Región de Los Ríos,2025-06-10,3407
Región de Los Ríos,2025-06-17,3096
Región de Los Ríos,2025-06-24,2363
Región de Los Ríos,2025-07-01,2170
Región de Los Ríos,2025-07-08,2322
Región de Los Ríos,2025-07-15,2522
Región de Los Ríos,2025-07-22,3238
Región de Los Ríos,2025-07-29,3684
Región de Los Ríos,2025-08-05,3898
Región de Los Ríos,2025-08-12,3948
Región de Los Ríos,2025-08-19,3958
Región de Los Ríos,2025-08-26,4005
Región de Los Ríos,2025-09-02,4254
Región de Los Ríos,2025-09-09,3905
Región de Los Ríos,2025-09-16,4179
Región de Los Ríos,2025-09-23,4192
Región de Los Ríos,2025-09-30,3934
Región de Los Ríos,2025-10-07,4011
Región de Los Ríos,2025-10-14,4161
Región de Los Ríos,2025-10-21,3963
Región de Los Ríos,2025-10-28,3944
Región de Los Ríos,2025-11-04,3942
Región de Los Ríos,2025-11-11,3623
Región de Los Ríos,2025-11-18,3476
Región de Los Ríos,2025-11-25,3089
Región de Los Ríos,2025-12-02,2784
Región de Los Ríos,2025-12-09,2697
Región de Los Ríos,2025-12-16,2545
Región de Los Ríos,2025-12-23,2454
Región de Los Ríos,2025-12-30,489
Región de Magallanes y de la Antártica Chilena,2020-12-29,61
Región de Magallanes y de la Antártica Chilena,2021-01-05,96
Región de Magallanes y de la Antártica Chilena,2021-01-12,93
Región de Magallanes y de la Antártica Chilena,2021-01-19,90
Región de Magallanes y de la Antártica Chilena,2021-01-26,103
Región de Magallanes y de la Antártica Chilena,2021-02-02,81
Región de Magallanes y de la Antártica Chilena,2021-02-09,110
Región de Magallanes y de la Antártica Chilena,2021-02-16,83
Región de Magallanes y de la Antártica Chilena,2021-02-23,78
Región de Magallanes y de la Antártica Chilena,2021-03-02,97
Región de Magallanes y de la Antártica Chilena,2021-03-09,91
Región de Magallanes y de la Antártica Chilena,2021-03-16,119
Región de Magallanes y de la Antártica Chilena,2021-03-23,155
Región de Magallanes y de la Antártica Chilena,2021-03-30,119
Región de Magallanes y de la Antártica Chilena,2021-04-06,172
Región de Magallanes y de la Antártica Chilena,2021-04-13,133
Región de Magallanes y de la Antártica Chilena,2021-04-20,154
Región de Magallanes y de la Antártica Chilena,2021-04-27,138
Región de Magallanes y de la Antártica Chilena,2021-05-04,92
Región de Magallanes y de la Antártica Chilena,2021-05-11,107
Región de Magallanes y de la Antártica Chilena,2021-05-18,111
Región de Magallanes y de la Antártica Chilena,2021-05-25,83
Región de Magallanes y de la Antártica Chilena,2021-06-01,99
Región de Magallanes y de la Antártica Chilena,2021-06-08,110
Región de Magallanes y de la Antártica Chilena,2021-06-15,123
Región de Magallanes y de la Antártica Chilena,2021-06-22,140
Región de Magallanes y de la Antártica Chilena,2021-06-29,123
Región de Magallanes y de la Antártica Chilena,2021-07-06,132
Región de Magallanes y de la Antártica Chilena,2021-07-13,114
Región de Magallanes y de la Antártica Chilena,2021-07-20,102
Región de Magallanes y de la Antártica Chilena,2021-07-27,117
Región de Magallanes y de la Antártica Chilena,2021-08-03,149
Región de Magallanes y de la Antártica Chilena,2021-08-10,207
Región de Magallanes y de la Antártica Chilena,2021-08-17,277
Región de Magallanes y de la Antártica Chilena,2021-08-24,290
Región de Magallanes y de la Antártica Chilena,2021-08-31,325
Región de Magallanes y de la Antártica Chilena,2021-09-07,275
Región de Magallanes y de la Antártica Chilena,2021-09-14,191
Región de Magallanes y de la Antártica Chilena,2021-09-21,286
Región de Magallanes y de la Antártica Chilena,2021-09-28,262
Región de Magallanes y de la Antártica Chilena,2021-10-05,259
Región de Magallanes y de la Antártica Chilena,2021-10-12,340
Región de Magallanes y de la Antártica Chilena,2021-10-19,333
Región de Magallanes y de la Antártica Chilena,2021-10-26,320
Región de Magallanes y de la Antártica Chilena,2021-11-02,370
Región de Magallanes y de la Antártica Chilena,2021-11-09,308
Región de Magallanes y de la Antártica Chilena,2021-11-16,272
Región de Magallanes y de la Antártica Chilena,2021-11-23,331
Región de Magallanes y de la Antártica Chilena,2021-11-30,317
Región de Magallanes y de la Antártica Chilena,2021-12-07,291
Región de Magallanes y de la Antártica Chilena,2021-12-14,319
Región de Magallanes y de la Antártica Chilena,2021-12-21,331
Región de Magallanes y de la Antártica Chilena,2021-12-28,251
Región de Magallanes y de la Antártica Chilena,2022-01-04,257
Región de Magallanes y de la Antártica Chilena,2022-01-11,283
Región de Magallanes y de la Antártica Chilena,2022-01-18,193
Región de Magallanes y de la Antártica Chilena,2022-01-25,187
Región de Magallanes y de la Antártica Chilena,2022-02-01,112
Región de Magallanes y de la Antártica Chilena,2022-02-08,138
Región de Magallanes y de la Antártica Chilena,2022-02-15,103
Región de Magallanes y de la Antártica Chilena,2022-02-22,124
Región de Magallanes y de la Antártica Chilena,2022-03-01,137
Región de Magallanes y de la Antártica Chilena,2022-03-08,402
Región de Magallanes y de la Antártica Chilena,2022-03-15,540
Región de Magallanes y de la Antártica Chilena,2022-03-22,400
Región de Magallanes y de la Antártica Chilena,2022-03-29,413
Región de Magallanes y de la Antártica Chilena,2022-04-05,480
Región de Magallanes y de la Antártica Chilena,2022-04-12,570
Región de Magallanes y de la Antártica Chilena,2022-04-19,609
Región de Magallanes y de la Antártica Chilena,2022-04-26,686
Región de Magallanes y de la Antártica Chilena,2022-05-03,766
Región de Magallanes y de la Antártica Chilena,2022-05-10,769
Región de Magallanes y de la Antártica Chilena,2022-05-17,908
Región de Magallanes y de la Antártica Chilena,2022-05-24,909
Región de Magallanes y de la Antártica Chilena,2022-05-31,758
Región de Magallanes y de la Antártica Chilena,2022-06-07,1054
Región de Magallanes y de la Antártica Chilena,2022-06-14,888
Región de Magallanes y de la Antártica Chilena,2022-06-21,985
Región de Magallanes y de la Antártica Chilena,2022-06-28,962
Región de Magallanes y de la Antártica Chilena,2022-07-05,711
Región de Magallanes y de la Antártica Chilena,2022-07-12,595
Región de Magallanes y de la Antártica Chilena,2022-07-19,497
Región de Magallanes y de la Antártica Chilena,2022-07-26,401
Región de Magallanes y de la Antártica Chilena,2022-08-02,464
Región de Magallanes y de la Antártica Chilena,2022-08-09,599
Región de Magallanes y de la Antártica Chilena,2022-08-16,958
Región de Magallanes y de la Antártica Chilena,2022-08-23,897
Región de Magallanes y de la Antártica Chilena,2022-08-30,733
Región de Magallanes y de la Antártica Chilena,2022-09-06,674
Región de Magallanes y de la Antártica Chilena,2022-09-13,559
Región de Magallanes y de la Antártica Chilena,2022-09-20,752
Región de Magallanes y de la Antártica Chilena,2022-09-27,730
Región de Magallanes y de la Antártica Chilena,2022-10-04,905
Región de Magallanes y de la Antártica Chilena,2022-10-11,1203
Región de Magallanes y de la Antártica Chilena,2022-10-18,1517
Región de Magallanes y de la Antártica Chilena,2022-10-25,1393
Región de Magallanes y de la Antártica Chilena,2022-11-01,1266
Región de Magallanes y de la Antártica Chilena,2022-11-08,984
Región de Magallanes y de la Antártica Chilena,2022-11-15,1005
Región de Magallanes y de la Antártica Chilena,2022-11-22,888
Región de Magallanes y de la Antártica Chilena,2022-11-29,810
Región de Magallanes y de la Antártica Chilena,2022-12-06,653
Región de Magallanes y de la Antártica Chilena,2022-12-13,621
Región de Magallanes y de la Antártica Chilena,2022-12-20,524
Región de Magallanes y de la Antártica Chilena,2022-12-27,572
Región de Magallanes y de la Antártica Chilena,2023-01-03,815
Región de Magallanes y de la Antártica Chilena,2023-01-10,653
Región de Magallanes y de la Antártica Chilena,2023-01-17,546
Región de Magallanes y de la Antártica Chilena,2023-01-24,477
Región de Magallanes y de la Antártica Chilena,2023-01-31,403
Región de Magallanes y de la Antártica Chilena,2023-02-07,407
Región de Magallanes y de la Antártica Chilena,2023-02-14,421
Región de Magallanes y de la Antártica Chilena,2023-02-21,504
Región de Magallanes y de la Antártica Chilena,2023-02-28,666
Región de Magallanes y de la Antártica Chilena,2023-03-07,1330
Región de Magallanes y de la Antártica Chilena,2023-03-14,2004
Región de Magallanes y de la Antártica Chilena,2023-03-21,1806
Región de Magallanes y de la Antártica Chilena,2023-03-28,1847
Región de Magallanes y de la Antártica Chilena,2023-04-04,1773
Región de Magallanes y de la Antártica Chilena,2023-04-11,2019
Región de Magallanes y de la Antártica Chilena,2023-04-18,2090
Región de Magallanes y de la Antártica Chilena,2023-04-25,2125
Región de Magallanes y de la Antártica Chilena,2023-05-02,2252
Región de Magallanes y de la Antártica Chilena,2023-05-09,2237
Región de Magallanes y de la Antártica Chilena,2023-05-16,2633
Región de Magallanes y de la Antártica Chilena,2023-05-23,2544
Región de Magallanes y de la Antártica Chilena,2023-05-30,2255
Región de Magallanes y de la Antártica Chilena,2023-06-06,1916
Región de Magallanes y de la Antártica Chilena,2023-06-13,1498
Región de Magallanes y de la Antártica Chilena,2023-06-20,1204
Región de Magallanes y de la Antártica Chilena,2023-06-27,965
Región de Magallanes y de la Antártica Chilena,2023-07-04,825
Región de Magallanes y de la Antártica Chilena,2023-07-11,685
Región de Magallanes y de la Antártica Chilena,2023-07-18,707
Región de Magallanes y de la Antártica Chilena,2023-07-25,933
Región de Magallanes y de la Antártica Chilena,2023-08-01,1123
Región de Magallanes y de la Antártica Chilena,2023-08-08,1570
Región de Magallanes y de la Antártica Chilena,2023-08-15,1811
Región de Magallanes y de la Antártica Chilena,2023-08-22,1861
Región de Magallanes y de la Antártica Chilena,2023-08-29,1963
Región de Magallanes y de la Antártica Chilena,2023-09-05,2144
Región de Magallanes y de la Antártica Chilena,2023-09-12,1868
Región de Magallanes y de la Antártica Chilena,2023-09-19,2351
Región de Magallanes y de la Antártica Chilena,2023-09-26,1891
Región de Magallanes y de la Antártica Chilena,2023-10-03,1999
Región de Magallanes y de la Antártica Chilena,2023-10-10,2188
Región de Magallanes y de la Antártica Chilena,2023-10-17,2059
Región de Magallanes y de la Antártica Chilena,2023-10-24,1710
Región de Magallanes y de la Antártica Chilena,2023-10-31,1598
Región de Magallanes y de la Antártica Chilena,2023-11-07,1755
Región de Magallanes y de la Antártica Chilena,2023-11-14,1567
Región de Magallanes y de la Antártica Chilena,2023-11-21,1592
Región de Magallanes y de la Antártica Chilena,2023-11-28,1443
Región de Magallanes y de la Antártica Chilena,2023-12-05,1135
Región de Magallanes y de la Antártica Chilena,2023-12-12,1151
Región de Magallanes y de la Antártica Chilena,2023-12-19,940
Región de Magallanes y de la Antártica Chilena,2023-12-26,911
Región de Magallanes y de la Antártica Chilena,2024-01-02,783
Región de Magallanes y de la Antártica Chilena,2024-01-09,785
Región de Magallanes y de la Antártica Chilena,2024-01-16,678
Región de Magallanes y de la Antártica Chilena,2024-01-23,685
Región de Magallanes y de la Antártica Chilena,2024-01-30,635
Región de Magallanes y de la Antártica Chilena,2024-02-06,609
Región de Magallanes y de la Antártica Chilena,2024-02-13,526
Región de Magallanes y de la Antártica Chilena,2024-02-20,605
Región de Magallanes y de la Antártica Chilena,2024-02-27,569
Región de Magallanes y de la Antártica Chilena,2024-03-05,823
Región de Magallanes y de la Antártica Chilena,2024-03-12,1733
Región de Magallanes y de la Antártica Chilena,2024-03-19,1646
Región de Magallanes y de la Antártica Chilena,2024-03-26,1290
Región de Magallanes y de la Antártica Chilena,2024-04-02,1354
Región de Magallanes y de la Antártica Chilena,2024-04-09,1466
Región de Magallanes y de la Antártica Chilena,2024-04-16,1406
Región de Magallanes y de la Antártica Chilena,2024-04-23,1654
Región de Magallanes y de la Antártica Chilena,2024-04-30,1778
Región de Magallanes y de la Antártica Chilena,2024-05-07,1898
Región de Magallanes y de la Antártica Chilena,2024-05-14,2023
Región de Magallanes y de la Antártica Chilena,2024-05-21,1994
Región de Magallanes y de la Antártica Chilena,2024-05-28,1935
Región de Magallanes y de la Antártica Chilena,2024-06-04,2047
Región de Magallanes y de la Antártica Chilena,2024-06-11,1784
Región de Magallanes y de la Antártica Chilena,2024-06-18,1316
Región de Magallanes y de la Antártica Chilena,2024-06-25,983
Región de Magallanes y de la Antártica Chilena,2024-07-02,798
Región de Magallanes y de la Antártica Chilena,2024-07-09,744
Región de Magallanes y de la Antártica Chilena,2024-07-16,813
Región de Magallanes y de la Antártica Chilena,2024-07-23,754
Región de Magallanes y de la Antártica Chilena,2024-07-30,1062
Región de Magallanes y de la Antártica Chilena,2024-08-06,1448
Región de Magallanes y de la Antártica Chilena,2024-08-13,1648
Región de Magallanes y de la Antártica Chilena,2024-08-20,1746
Región de Magallanes y de la Antártica Chilena,2024-08-27,1695
Región de Magallanes y de la Antártica Chilena,2024-09-03,1625
Región de Magallanes y de la Antártica Chilena,2024-09-10,1434
Región de Magallanes y de la Antártica Chilena,2024-09-17,1276
Región de Magallanes y de la Antártica Chilena,2024-09-24,1215
Región de Magallanes y de la Antártica Chilena,2024-10-01,1271
Región de Magallanes y de la Antártica Chilena,2024-10-08,1506
Región de Magallanes y de la Antártica Chilena,2024-10-15,1496
Región de Magallanes y de la Antártica Chilena,2024-10-22,1322
Región de Magallanes y de la Antártica Chilena,2024-10-29,1157
Región de Magallanes y de la Antártica Chilena,2024-11-05,1094
Región de Magallanes y de la Antártica Chilena,2024-11-12,1153
Región de Magallanes y de la Antártica Chilena,2024-11-19,1280
Región de Magallanes y de la Antártica Chilena,2024-11-26,1256
Región de Magallanes y de la Antártica Chilena,2024-12-03,1289
Región de Magallanes y de la Antártica Chilena,2024-12-10,1069
Región de Magallanes y de la Antártica Chilena,2024-12-17,922
Región de Magallanes y de la Antártica Chilena,2024-12-24,848
Región de Magallanes y de la Antártica Chilena,2024-12-31,712
Región de Magallanes y de la Antártica Chilena,2025-01-07,706
Región de Magallanes y de la Antártica Chilena,2025-01-14,621
Región de Magallanes y de la Antártica Chilena,2025-01-21,474
Región de Magallanes y de la Antártica Chilena,2025-01-28,413
Región de Magallanes y de la Antártica Chilena,2025-02-04,423
Región de Magallanes y de la Antártica Chilena,2025-02-11,429
Región de Magallanes y de la Antártica Chilena,2025-02-18,480
Región de Magallanes y de la Antártica Chilena,2025-02-25,520
Región de Magallanes y de la Antártica Chilena,2025-03-04,694
Región de Magallanes y de la Antártica Chilena,2025-03-11,1053
Región de Magallanes y de la Antártica Chilena,2025-03-18,1208
Región de Magallanes y de la Antártica Chilena,2025-03-25,1132
Región de Magallanes y de la Antártica Chilena,2025-04-01,1242
Región de Magallanes y de la Antártica Chilena,2025-04-08,1423
Región de Magallanes y de la Antártica Chilena,2025-04-15,1591
Región de Magallanes y de la Antártica Chilena,2025-04-22,1653
Región de Magallanes y de la Antártica Chilena,2025-04-29,1410
Región de Magallanes y de la Antártica Chilena,2025-05-06,1249
Región de Magallanes y de la Antártica Chilena,2025-05-13,1350
Región de Magallanes y de la Antártica Chilena,2025-05-20,1318
Región de Magallanes y de la Antártica Chilena,2025-05-27,1306
Región de Magallanes y de la Antártica Chilena,2025-06-03,1277
Región de Magallanes y de la Antártica Chilena,2025-06-10,1127
Región de Magallanes y de la Antártica Chilena,2025-06-17,1133
Región de Magallanes y de la Antártica Chilena,2025-06-24,931
Región de Magallanes y de la Antártica Chilena,2025-07-01,849
Región de Magallanes y de la Antártica Chilena,2025-07-08,710
Región de Magallanes y de la Antártica Chilena,2025-07-15,644
Región de Magallanes y de la Antártica Chilena,2025-07-22,778
Región de Magallanes y de la Antártica Chilena,2025-07-29,1163
Región de Magallanes y de la Antártica Chilena,2025-08-05,1394
Región de Magallanes y de la Antártica Chilena,2025-08-12,1624
Región de Magallanes y de la Antártica Chilena,2025-08-19,1579
Región de Magallanes y de la Antártica Chilena,2025-08-26,1565
Región de Magallanes y de la Antártica Chilena,2025-09-02,1656
Región de Magallanes y de la Antártica Chilena,2025-09-09,1620
Región de Magallanes y de la Antártica Chilena,2025-09-16,1653
Región de Magallanes y de la Antártica Chilena,2025-09-23,1851
Región de Magallanes y de la Antártica Chilena,2025-09-30,2063
Región de Magallanes y de la Antártica Chilena,2025-10-07,2242
Región de Magallanes y de la Antártica Chilena,2025-10-14,1856
