RegionNombre,Semana,Atenciones_Urg
Región de Magallanes y de la Antártica Chilena,2025-10-21,1645
Región de Magallanes y de la Antártica Chilena,2025-10-28,1337
Región de Magallanes y de la Antártica Chilena,2025-11-04,1250
Región de Magallanes y de la Antártica Chilena,2025-11-11,1119
Región de Magallanes y de la Antártica Chilena,2025-11-18,1154
Región de Magallanes y de la Antártica Chilena,2025-11-25,1082
Región de Magallanes y de la Antártica Chilena,2025-12-02,899
Región de Magallanes y de la Antártica Chilena,2025-12-09,906
Región de Magallanes y de la Antártica Chilena,2025-12-16,747
Región de Magallanes y de la Antártica Chilena,2025-12-23,734
Región de Magallanes y de la Antártica Chilena,2025-12-30,141
Región de Tarapacá,2020-12-29,142
Región de Tarapacá,2021-01-05,231
Región de Tarapacá,2021-01-12,198
Región de Tarapacá,2021-01-19,198
Región de Tarapacá,2021-01-26,176
Región de Tarapacá,2021-02-02,297
Región de Tarapacá,2021-02-09,160
Región de Tarapacá,2021-02-16,195
Región de Tarapacá,2021-02-23,199
Región de Tarapacá,2021-03-02,163
Región de Tarapacá,2021-03-09,256
Región de Tarapacá,2021-03-16,294
Región de Tarapacá,2021-03-23,302
Región de Tarapacá,2021-03-30,277
Región de Tarapacá,2021-04-06,284
Región de Tarapacá,2021-04-13,228
Región de Tarapacá,2021-04-20,305
Región de Tarapacá,2021-04-27,239
Región de Tarapacá,2021-05-04,232
Región de Tarapacá,2021-05-11,311
Región de Tarapacá,2021-05-18,299
Región de Tarapacá,2021-05-25,392
Región de Tarapacá,2021-06-01,423
Región de Tarapacá,2021-06-08,447
Región de Tarapacá,2021-06-15,466
Región de Tarapacá,2021-06-22,562
Región de Tarapacá,2021-06-29,472
Región de Tarapacá,2021-07-06,476
Región de Tarapacá,2021-07-13,493
Región de Tarapacá,2021-07-20,516
Región de Tarapacá,2021-07-27,538
Región de Tarapacá,2021-08-03,624
Región de Tarapacá,2021-08-10,591
Región de Tarapacá,2021-08-17,706
Región de Tarapacá,2021-08-24,675
Región de Tarapacá,2021-08-31,685
Región de Tarapacá,2021-09-07,795
Región de Tarapacá,2021-09-14,651
Región de Tarapacá,2021-09-21,820
Región de Tarapacá,2021-09-28,675
Región de Tarapacá,2021-10-05,773
Región de Tarapacá,2021-10-12,752
Región de Tarapacá,2021-10-19,753
Región de Tarapacá,2021-10-26,803
Región de Tarapacá,2021-11-02,774
Región de Tarapacá,2021-11-09,742
Región de Tarapacá,2021-11-16,695
Región de Tarapacá,2021-11-23,688
Región de Tarapacá,2021-11-30,550
Región de Tarapacá,2021-12-07,586
Región de Tarapacá,2021-12-14,524
Región de Tarapacá,2021-12-21,533
Región de Tarapacá,2021-12-28,757
Región de Tarapacá,2022-01-04,958
Región de Tarapacá,2022-01-11,958
Región de Tarapacá,2022-01-18,857
Región de Tarapacá,2022-01-25,687
Región de Tarapacá,2022-02-01,369
Región de Tarapacá,2022-02-08,317
Región de Tarapacá,2022-02-15,245
Región de Tarapacá,2022-02-22,207
Región de Tarapacá,2022-03-01,263
Región de Tarapacá,2022-03-08,599
Región de Tarapacá,2022-03-15,1197
Región de Tarapacá,2022-03-22,1240
Región de Tarapacá,2022-03-29,1024
Región de Tarapacá,2022-04-05,1061
Región de Tarapacá,2022-04-12,1065
Región de Tarapacá,2022-04-19,1269
Región de Tarapacá,2022-04-26,1359
Región de Tarapacá,2022-05-03,1638
Región de Tarapacá,2022-05-10,1748
Región de Tarapacá,2022-05-17,1909
Región de Tarapacá,2022-05-24,1919
Región de Tarapacá,2022-05-31,1829
Región de Tarapacá,2022-06-07,1805
Región de Tarapacá,2022-06-14,1518
Región de Tarapacá,2022-06-21,1404
Región de Tarapacá,2022-06-28,1157
Región de Tarapacá,2022-07-05,967
Región de Tarapacá,2022-07-12,942
Región de Tarapacá,2022-07-19,961
Región de Tarapacá,2022-07-26,1122
Región de Tarapacá,2022-08-02,1490
Región de Tarapacá,2022-08-09,1475
Región de Tarapacá,2022-08-16,1193
Región de Tarapacá,2022-08-23,1159
Región de Tarapacá,2022-08-30,1193
Región de Tarapacá,2022-09-06,1094
Región de Tarapacá,2022-09-13,938
Región de Tarapacá,2022-09-20,1137
Región de Tarapacá,2022-09-27,1079
Región de Tarapacá,2022-10-04,1180
Región de Tarapacá,2022-10-11,1649
Región de Tarapacá,2022-10-18,1658
Región de Tarapacá,2022-10-25,1686
Región de Tarapacá,2022-11-01,1946
Región de Tarapacá,2022-11-08,1993
Región de Tarapacá,2022-11-15,2153
Región de Tarapacá,2022-11-22,2136
Región de Tarapacá,2022-11-29,2215
Región de Tarapacá,2022-12-06,1803
Región de Tarapacá,2022-12-13,1589
Región de Tarapacá,2022-12-20,1378
Región de Tarapacá,2022-12-27,1453
Región de Tarapacá,2023-01-03,1523
Región de Tarapacá,2023-01-10,1108
Región de Tarapacá,2023-01-17,955
Región de Tarapacá,2023-01-24,818
Región de Tarapacá,2023-01-31,776
Región de Tarapacá,2023-02-07,858
Región de Tarapacá,2023-02-14,867
Región de Tarapacá,2023-02-21,1068
Región de Tarapacá,2023-02-28,1312
Región de Tarapacá,2023-03-07,2168
Región de Tarapacá,2023-03-14,2748
Región de Tarapacá,2023-03-21,2698
Región de Tarapacá,2023-03-28,2472
Región de Tarapacá,2023-04-04,2730
Región de Tarapacá,2023-04-11,3272
Región de Tarapacá,2023-04-18,3547
Región de Tarapacá,2023-04-25,3693
Región de Tarapacá,2023-05-02,4014
Región de Tarapacá,2023-05-09,3567
Región de Tarapacá,2023-05-16,3398
Región de Tarapacá,2023-05-23,3459
Región de Tarapacá,2023-05-30,3226
Región de Tarapacá,2023-06-06,3186
Región de Tarapacá,2023-06-13,2979
Región de Tarapacá,2023-06-20,2711
Región de Tarapacá,2023-06-27,2635
Región de Tarapacá,2023-07-04,1987
Región de Tarapacá,2023-07-11,1923
Región de Tarapacá,2023-07-18,2231
Región de Tarapacá,2023-07-25,2332
Región de Tarapacá,2023-08-01,2399
Región de Tarapacá,2023-08-08,2671
Región de Tarapacá,2023-08-15,2754
Región de Tarapacá,2023-08-22,2685
Región de Tarapacá,2023-08-29,2540
Región de Tarapacá,2023-09-05,2755
Región de Tarapacá,2023-09-12,2444
Región de Tarapacá,2023-09-19,2834
Región de Tarapacá,2023-09-26,2330
Región de Tarapacá,2023-10-03,2509
Región de Tarapacá,2023-10-10,3163
Región de Tarapacá,2023-10-17,3242
Región de Tarapacá,2023-10-24,3032
Región de Tarapacá,2023-10-31,2691
Región de Tarapacá,2023-11-07,2642
Región de Tarapacá,2023-11-14,2672
Región de Tarapacá,2023-11-21,2595
Región de Tarapacá,2023-11-28,2415
Región de Tarapacá,2023-12-05,2222
Región de Tarapacá,2023-12-12,2136
Región de Tarapacá,2023-12-19,1812
Región de Tarapacá,2023-12-26,1859
Región de Tarapacá,2024-01-02,1824
Región de Tarapacá,2024-01-09,1443
Región de Tarapacá,2024-01-16,1404
Región de Tarapacá,2024-01-23,1507
Región de Tarapacá,2024-01-30,1459
Región de Tarapacá,2024-02-06,1369
Región de Tarapacá,2024-02-13,1292
Región de Tarapacá,2024-02-20,1388
Región de Tarapacá,2024-02-27,1483
Región de Tarapacá,2024-03-05,2084
Región de Tarapacá,2024-03-12,3463
Región de Tarapacá,2024-03-19,3803
Región de Tarapacá,2024-03-26,3619
Región de Tarapacá,2024-04-02,4020
Región de Tarapacá,2024-04-09,3956
Región de Tarapacá,2024-04-16,4161
Región de Tarapacá,2024-04-23,4189
Región de Tarapacá,2024-04-30,3695
Región de Tarapacá,2024-05-07,3549
Región de Tarapacá,2024-05-14,3408
Región de Tarapacá,2024-05-21,3655
Región de Tarapacá,2024-05-28,3596
Región de Tarapacá,2024-06-04,3786
Región de Tarapacá,2024-06-11,3495
Región de Tarapacá,2024-06-18,3411
Región de Tarapacá,2024-06-25,3151
Región de Tarapacá,2024-07-02,2644
Región de Tarapacá,2024-07-09,2459
Región de Tarapacá,2024-07-16,2867
Región de Tarapacá,2024-07-23,2887
Región de Tarapacá,2024-07-30,2794
Región de Tarapacá,2024-08-06,3192
Región de Tarapacá,2024-08-13,3400
Región de Tarapacá,2024-08-20,3347
Región de Tarapacá,2024-08-27,3506
Región de Tarapacá,2024-09-03,3749
Región de Tarapacá,2024-09-10,3404
Región de Tarapacá,2024-09-17,3325
Región de Tarapacá,2024-09-24,3359
Región de Tarapacá,2024-10-01,3381
Región de Tarapacá,2024-10-08,3487
Región de Tarapacá,2024-10-15,3727
Región de Tarapacá,2024-10-22,3551
Región de Tarapacá,2024-10-29,3243
Región de Tarapacá,2024-11-05,3021
Región de Tarapacá,2024-11-12,3303
Región de Tarapacá,2024-11-19,3394
Región de Tarapacá,2024-11-26,3158
Región de Tarapacá,2024-12-03,2846
Región de Tarapacá,2024-12-10,2642
Región de Tarapacá,2024-12-17,2101
Región de Tarapacá,2024-12-24,2083
Región de Tarapacá,2024-12-31,1773
Región de Tarapacá,2025-01-07,1718
Región de Tarapacá,2025-01-14,1521
Región de Tarapacá,2025-01-21,1339
Región de Tarapacá,2025-01-28,1255
Región de Tarapacá,2025-02-04,1219
Región de Tarapacá,2025-02-11,1297
Región de Tarapacá,2025-02-18,1328
Región de Tarapacá,2025-02-25,1251
Región de Tarapacá,2025-03-04,1545
Región de Tarapacá,2025-03-11,2364
Región de Tarapacá,2025-03-18,3144
Región de Tarapacá,2025-03-25,2885
Región de Tarapacá,2025-04-01,2623
Región de Tarapacá,2025-04-08,2676
Región de Tarapacá,2025-04-15,2998
Región de Tarapacá,2025-04-22,3732
Región de Tarapacá,2025-04-29,4224
Región de Tarapacá,2025-05-06,4542
Región de Tarapacá,2025-05-13,4903
Región de Tarapacá,2025-05-20,4548
Región de Tarapacá,2025-05-27,4155
Región de Tarapacá,2025-06-03,3946
Región de Tarapacá,2025-06-10,3888
Región de Tarapacá,2025-06-17,3639
Región de Tarapacá,2025-06-24,3313
Región de Tarapacá,2025-07-01,2880
Región de Tarapacá,2025-07-08,2579
Región de Tarapacá,2025-07-15,2522
Región de Tarapacá,2025-07-22,2806
Región de Tarapacá,2025-07-29,2777
Región de Tarapacá,2025-08-05,3164
Región de Tarapacá,2025-08-12,3215
Región de Tarapacá,2025-08-19,3109
Región de Tarapacá,2025-08-26,3152
Región de Tarapacá,2025-09-02,3276
Región de Tarapacá,2025-09-09,3061
Región de Tarapacá,2025-09-16,2699
Región de Tarapacá,2025-09-23,2869
Región de Tarapacá,2025-09-30,2686
Región de Tarapacá,2025-10-07,2988
Región de Tarapacá,2025-10-14,3076
Región de Tarapacá,2025-10-21,2952
Región de Tarapacá,2025-10-28,3142
Región de Tarapacá,2025-11-04,3198
Región de Tarapacá,2025-11-11,3492
Región de Tarapacá,2025-11-18,3196
Región de Tarapacá,2025-11-25,2848
Región de Tarapacá,2025-12-02,2605
Región de Tarapacá,2025-12-09,2629
Región de Tarapacá,2025-12-16,2281
Región de Tarapacá,2025-12-23,2052
Región de Tarapacá,2025-12-30,444
Región de Valparaíso,2020-12-29,776
Región de Valparaíso,2021-01-05,1293
Región de Valparaíso,2021-01-12,1333
Región de Valparaíso,2021-01-19,1146
Región de Valparaíso,2021-01-26,1137
Región de Valparaíso,2021-02-02,1106
Región de Valparaíso,2021-02-09,1174
Región de Valparaíso,2021-02-16,1248
Región de Valparaíso,2021-02-23,1370
Región de Valparaíso,2021-03-02,1497
Región de Valparaíso,2021-03-09,1726
Región de Valparaíso,2021-03-16,1620
Región de Valparaíso,2021-03-23,1533
Región de Valparaíso,2021-03-30,1450
Región de Valparaíso,2021-04-06,1368
Región de Valparaíso,2021-04-13,1193
Región de Valparaíso,2021-04-20,1081
Región de Valparaíso,2021-04-27,1073
Región de Valparaíso,2021-05-04,1072
Región de Valparaíso,2021-05-11,1171
Región de Valparaíso,2021-05-18,1335
Región de Valparaíso,2021-05-25,1563
Región de Valparaíso,2021-06-01,1733
Región de Valparaíso,2021-06-08,2003
Región de Valparaíso,2021-06-15,2077
Región de Valparaíso,2021-06-22,1991
Región de Valparaíso,2021-06-29,2009
Región de Valparaíso,2021-07-06,1850
Región de Valparaíso,2021-07-13,1874
Región de Valparaíso,2021-07-20,1813
Región de Valparaíso,2021-07-27,1768
Región de Valparaíso,2021-08-03,1907
Región de Valparaíso,2021-08-10,2204
Región de Valparaíso,2021-08-17,2116
Región de Valparaíso,2021-08-24,2121
Región de Valparaíso,2021-08-31,2259
Región de Valparaíso,2021-09-07,2237
Región de Valparaíso,2021-09-14,2636
Región de Valparaíso,2021-09-21,2986
Región de Valparaíso,2021-09-28,2603
Región de Valparaíso,2021-10-05,2964
Región de Valparaíso,2021-10-12,3102
Región de Valparaíso,2021-10-19,3171
Región de Valparaíso,2021-10-26,3188
Región de Valparaíso,2021-11-02,3762
Región de Valparaíso,2021-11-09,3690
Región de Valparaíso,2021-11-16,3852
Región de Valparaíso,2021-11-23,3468
Región de Valparaíso,2021-11-30,3279
Región de Valparaíso,2021-12-07,3114
Región de Valparaíso,2021-12-14,2844
Región de Valparaíso,2021-12-21,2952
Región de Valparaíso,2021-12-28,3427
Región de Valparaíso,2022-01-04,4223
Región de Valparaíso,2022-01-11,4641
Región de Valparaíso,2022-01-18,5736
Región de Valparaíso,2022-01-25,5504
Región de Valparaíso,2022-02-01,5822
Región de Valparaíso,2022-02-08,4695
Región de Valparaíso,2022-02-15,3987
Región de Valparaíso,2022-02-22,3322
Región de Valparaíso,2022-03-01,3430
Región de Valparaíso,2022-03-08,4868
Región de Valparaíso,2022-03-15,6968
Región de Valparaíso,2022-03-22,7037
Región de Valparaíso,2022-03-29,6054
Región de Valparaíso,2022-04-05,6020
Región de Valparaíso,2022-04-12,6134
Región de Valparaíso,2022-04-19,6674
Región de Valparaíso,2022-04-26,6408
Región de Valparaíso,2022-05-03,7603
Región de Valparaíso,2022-05-10,8932
Región de Valparaíso,2022-05-17,10333
Región de Valparaíso,2022-05-24,10413
Región de Valparaíso,2022-05-31,10530
Región de Valparaíso,2022-06-07,10984
Región de Valparaíso,2022-06-14,10210
Región de Valparaíso,2022-06-21,9611
Región de Valparaíso,2022-06-28,7483
Región de Valparaíso,2022-07-05,5801
Región de Valparaíso,2022-07-12,5019
Región de Valparaíso,2022-07-19,5277
Región de Valparaíso,2022-07-26,5988
Región de Valparaíso,2022-08-02,7487
Región de Valparaíso,2022-08-09,9817
Región de Valparaíso,2022-08-16,10178
Región de Valparaíso,2022-08-23,9212
Región de Valparaíso,2022-08-30,8614
Región de Valparaíso,2022-09-06,8351
Región de Valparaíso,2022-09-13,7101
Región de Valparaíso,2022-09-20,9504
Región de Valparaíso,2022-09-27,8139
Región de Valparaíso,2022-10-04,9369
Región de Valparaíso,2022-10-11,11235
Región de Valparaíso,2022-10-18,11685
Región de Valparaíso,2022-10-25,11890
Región de Valparaíso,2022-11-01,14524
Región de Valparaíso,2022-11-08,12576
Región de Valparaíso,2022-11-15,11091
Región de Valparaíso,2022-11-22,9620
Región de Valparaíso,2022-11-29,8352
Región de Valparaíso,2022-12-06,7712
Región de Valparaíso,2022-12-13,6359
Región de Valparaíso,2022-12-20,5735
Región de Valparaíso,2022-12-27,5697
Región de Valparaíso,2023-01-03,6605
Región de Valparaíso,2023-01-10,5538
Región de Valparaíso,2023-01-17,4710
Región de Valparaíso,2023-01-24,4598
Región de Valparaíso,2023-01-31,4406
Región de Valparaíso,2023-02-07,4454
Región de Valparaíso,2023-02-14,4903
Región de Valparaíso,2023-02-21,5224
Región de Valparaíso,2023-02-28,5884
Región de Valparaíso,2023-03-07,10374
Región de Valparaíso,2023-03-14,13392
Región de Valparaíso,2023-03-21,11927
Región de Valparaíso,2023-03-28,10846
Región de Valparaíso,2023-04-04,10264
Región de Valparaíso,2023-04-11,11125
Región de Valparaíso,2023-04-18,12568
Región de Valparaíso,2023-04-25,13293
Región de Valparaíso,2023-05-02,15595
Región de Valparaíso,2023-05-09,17676
Región de Valparaíso,2023-05-16,19205
Región de Valparaíso,2023-05-23,18358
Región de Valparaíso,2023-05-30,16254
Región de Valparaíso,2023-06-06,13642
Región de Valparaíso,2023-06-13,11683
Región de Valparaíso,2023-06-20,9623
Región de Valparaíso,2023-06-27,7858
Región de Valparaíso,2023-07-04,6781
Región de Valparaíso,2023-07-11,6400
Región de Valparaíso,2023-07-18,7103
Región de Valparaíso,2023-07-25,8596
Región de Valparaíso,2023-08-01,9737
Región de Valparaíso,2023-08-08,10635
Región de Valparaíso,2023-08-15,11063
Región de Valparaíso,2023-08-22,9560
Región de Valparaíso,2023-08-29,10138
Región de Valparaíso,2023-09-05,11005
Región de Valparaíso,2023-09-12,10579
Región de Valparaíso,2023-09-19,13925
Región de Valparaíso,2023-09-26,12402
Región de Valparaíso,2023-10-03,12670
Región de Valparaíso,2023-10-10,13093
Región de Valparaíso,2023-10-17,12371
Región de Valparaíso,2023-10-24,11163
Región de Valparaíso,2023-10-31,10823
Región de Valparaíso,2023-11-07,9967
Región de Valparaíso,2023-11-14,9941
Región de Valparaíso,2023-11-21,9147
Región de Valparaíso,2023-11-28,8416
Región de Valparaíso,2023-12-05,8187
Región de Valparaíso,2023-12-12,7147
Región de Valparaíso,2023-12-19,6378
Región de Valparaíso,2023-12-26,6361
Región de Valparaíso,2024-01-02,6215
Región de Valparaíso,2024-01-09,5716
Región de Valparaíso,2024-01-16,5438
Región de Valparaíso,2024-01-23,5323
